2000 3
2001 346
2002 1235
2003 1310
2004 1168
2005 1036
2006 2684
2007 4065
2008 5234
2009 4812
2010 5214
2011 9451
2012 12237
2013 10998
2014 9132
2015 8757
2016 1173
