1 1690
2 2769
3 3254
4 3561
5 3756
6 3980
7 4115
8 4074
9 4033
10 3818
11 4132
12 4370
13 4586
14 4758
15 4766
16 4680
17 4023
18 3285
19 2451
20 1855
21 1378
22 990
23 954
24 1196
