1181723684 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1181728150 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1181844964 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1181863095 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1181907553 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1181999551 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182007160 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182187278 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182189388 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182189477 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182197833 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182198805 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182205421 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182245390 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182257744 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182280839 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182295419 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182325212 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182334771 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182423243 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182531981 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182596399 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182622574 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182623289 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182714793 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182715835 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182768126 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182769805 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182815249 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1182817079 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183148235 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183196822 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183199303 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183199750 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183199783 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183216362 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183275015 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183278054 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183280004 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183280144 0 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183286395 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183292550 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183311755 0 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183333667 0 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183368060 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183387186 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183387444 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183391856 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183453195 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183454007 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183454174 0 0 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183454723 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183455348 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183456477 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183466011 0 0 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183470943 0 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183473691 0 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183488365 0 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183489386 0 0 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183524810 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183558006 0 0 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1183558316 0 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
